cell_id,ndwi,mndwi,rain_3h,rain_6h,rain_24h,elev,slope,river_dist,road_dist,pop_density,critical_facility_dist,label
1,0.41411667692332904,0.034870363744062105,0.8922886380799732,10.455851157928512,3.3916048948385864,174.16501188101577,9.379579780103013,4854.215338721823,1097.0709325278294,257.7999301924666,3178.703038450176,0
2,-0.1515610830779996,0.6146311484466949,1.7901514966215293,3.600398071501234,6.368684028288817,167.27741739839087,6.2138229882616045,4624.008525562414,4273.075866721174,2190.7016630070043,7384.363710353446,0
3,-0.0016761145046498005,0.5598015479993139,5.506599069032368,3.370020535250046,8.006512054957867,214.8646329195446,9.562898114292722,1711.734428774838,843.4090888682728,167.55187743539958,21.96093498351015,1
4,-0.03406537037119731,0.5516415139081641,4.893941272698648,1.8292286912973748,6.661316422480784,286.3695729333956,18.00072320049695,162.75366794806789,1752.3325070035228,2573.9311728142943,5810.067002785185,1
5,-0.04168468902347272,0.7719028376782513,0.2823197918789782,1.03538368493508,5.430799328833411,148.5672629651112,19.892423659241018,4766.768976025298,236.1841978201512,942.2783075744651,4966.750472803827,0
6,0.5308850559901963,0.715851293738422,5.4649953548160095,1.679220734545602,9.038840382855966,160.69593422772348,19.665373069297836,2726.346532034298,2803.0224653528535,2105.823024867531,3963.415935961166,1
7,0.6310104982243507,0.4440749186502901,6.39715253956865,8.184288463441117,4.85552371224659,115.93884303178675,22.966828023653495,546.8619288373184,2151.4093617882586,1194.9207290685388,7160.469818456239,1
8,0.048916958017395595,0.30884394565985346,1.6591739829964836,6.641574275223372,5.300961891408382,292.0858746556494,8.933954015308194,4205.125584820605,3782.879987466066,3623.308438977113,3054.3255862889723,0
9,0.5377791054337018,0.6176540382941764,5.016408059970683,7.065549747741468,15.880928702046875,303.57485411006525,16.027254656767994,3581.784152506588,644.3616096691774,3038.011486009192,5159.149312187578,1
10,0.6009034238000672,0.34966259503065317,3.1750342018468474,1.179651609526793,2.145163688532868,162.27523925584552,20.54941833425839,49.193757140972295,2294.34090180624,157.62241982078595,5478.88268959957,1
11,0.26167340970657865,0.5676187457094761,2.6359655630817014,4.224283315482183,4.826045204498902,55.83693766620419,27.9283158269657,2707.1016712954683,2135.7799275384164,2046.0683127276618,5748.770760468748,0
12,0.020468140961916792,-0.019829023854338212,5.333609247274741,4.772592049270119,8.04892009931015,151.54512181695208,2.072527951696219,487.4141316265207,2692.7621374240057,934.7979234347908,2363.5847817961244,1
13,0.54181743648767,0.3130056461160466,8.98145267824817,1.6224364954700492,1.8066192478620282,98.51385332722704,14.128149191934563,3797.59462081591,3642.814528988217,3049.8956595212294,6161.211306012313,0
14,-0.007613332962414093,0.2836056040482136,10.035413968130964,9.947938178594416,2.3977647430070808,70.38668711690237,17.174434894487337,1576.6719710509165,3160.067255413063,778.7738918874371,3732.960683837188,1
15,0.46732034701123865,0.2846506327611424,2.042407890484195,3.498596936197853,12.96913920126491,308.67538779411035,14.647925265502405,4256.481692040078,1772.7323528189315,2196.0020611809578,1733.731362603982,0
16,0.3669461841307126,0.3195033000027809,3.066690026249691,12.325489647943204,0.816537292091037,170.27628613087472,6.247675266784507,2652.78586665266,4721.474237837809,2638.222045681467,5271.693580249834,0
17,0.6346665326726502,0.41399031897192756,4.681639375102178,11.03620041673762,4.17165548771117,186.731711098808,26.200889359528784,4116.620840391639,3161.393410862084,1938.6262668198278,26.24508310908702,1
18,0.008717369745776915,0.4054181277477203,3.330362582562415,6.8893515729593755,15.173255860875408,283.012827419553,29.7415584268799,3622.6571779823025,2958.805969996736,4065.740062144298,3198.2512192146837,0
19,0.5192126157580745,0.7525856357237024,6.4345471154338165,0.7398690845659355,3.7029639181148917,136.87680576663809,1.2382994759928279,3243.075043752057,3011.985242427182,233.96797278779746,3980.319955007018,0
20,0.2663485331674427,0.0195483805247611,15.106782157932246,3.08021369830357,5.5828874108416375,32.025884929647845,9.098374267775709,4134.384182399553,3372.3859809713563,4969.576084410321,1206.7833116691488,1
21,0.008400062335360697,-0.05608251881592258,3.6001984305819144,6.507913820713866,12.851941453352087,393.74015143325107,20.645458305498178,1294.6560724436274,4472.571749294038,1692.9937337428091,2084.6615529360647,1
22,-0.050686406083329916,0.5294202342243166,4.575836690694551,4.076860158431629,3.182394361919597,177.20506261085131,4.97082730632337,1485.9456257623976,1207.3573445660913,3608.766697514286,5367.292158231205,0
23,0.24801007164801442,0.04348009892904742,9.51016796186141,3.8754414445966856,3.7125978770943195,261.5820585236477,6.003740153589916,243.97639247891067,1439.1734808573892,2.427300512568009,1228.829473102551,1
24,0.32445217655378783,0.08050288881519369,2.0099849925911952,3.0953615209644214,4.171260075409796,18.02699974606106,8.743601164717616,3496.4004321738344,2337.2023328890186,4423.658567979572,2161.1621358529965,0
25,-0.03409581131436826,-0.020565888513073005,18.920775376013413,0.9212594427457468,3.2755665972630847,5.655794243486545,4.165668692093801,1918.2099152526766,3068.4354449936186,3219.6243901087864,2445.497654189899,1
26,-0.18659457491579098,0.2775278098845357,0.6888506141962817,4.171341497766717,2.103487900105115,177.0421428865443,8.14852825623521,3242.958862337912,3206.597289038575,619.5674038074773,5108.217599062923,0
27,0.2240199060014147,0.2094915100962354,0.4893031785794964,0.5391487518117921,5.150333891763611,3.626704574203643,3.44695789642535,3097.669942696222,4354.385386931089,4239.891576897695,6399.913870837374,0
28,0.4554189953649354,0.7751672079765892,2.889072334155285,8.952218701917648,5.037347382014014,168.97238976434267,25.82066354663794,789.2028384911032,375.11541083249944,1468.13693632246,1065.4271278305343,1
29,0.6267404425961889,0.47518419315167887,4.431020709671187,4.936936072917438,8.804261902679226,45.50898238060426,17.756685939551,2054.3618123390384,4398.159849375328,4706.577577895082,4354.885796033984,1
30,0.3629806051619176,0.38487261876986684,7.589015499902169,2.412743013232356,1.6185972789646148,54.8865233104618,18.019280801136993,1167.1666996012948,3512.4567777545835,373.6346342666658,6993.059761535226,0
31,0.6254103152928421,0.3773428065536872,1.7407326497577158,5.425194407948509,1.7477023245510699,321.0027929153686,16.010718287769084,1165.8436842760839,15.560537106618643,3598.416524069895,1872.5698015329845,1
32,0.5782212259843973,0.08500340523460609,5.013877853985965,6.7396059073267836,12.659188443883487,139.85679964981134,15.572547257268452,3916.9552173784873,1542.1034169525371,3796.84067733552,2606.9527874240075,1
33,-0.003671414075010898,0.6871847192223195,10.002242120770406,2.363564010660263,5.426538141840986,302.3184431102758,25.403149917647063,4357.988600353318,3514.4877231948553,3444.8492065517626,6571.948000184392,0
34,0.5795146876644186,-0.08364419895641423,7.736215442662533,2.3332769150659187,5.492519192551065,189.3717896859156,21.805575634201112,2842.240562318368,2881.159274732641,975.3295048585659,7098.915194124245,0
35,0.45767674273412834,0.5355548244432073,0.7661400913790111,5.201208877017751,6.1747468987285306,64.74974651753715,5.745579313525901,1636.4914358154535,2314.2570593135874,3726.255085717974,3770.974081063362,1
